,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_go,field_pos,home_team,away_team,game_date
106,End of half,"End of half, clock 00:00.",2nd Quarter,driveindex_17,Istanbul Rams,1,-6,0:03,2nd,16,IR24,Rhein,Istanbul,220619
107,Drive start,RHEIN FIRE drive start at 14:52.,3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,10,RF34,Rhein,Istanbul,220619
108,Rush,J. Aguemon rush for 5 yards to the RF39 (B. Zaimoglu).,3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,10,RF34,Rhein,Istanbul,220619
109,Rush,J. Aguemon rush for 1 yard to the RF40 (M. Tullio Lucas).,3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,2nd,5,RF39,Rhein,Istanbul,220619
110,Pass,"M. Adam pass complete to N. Robitaille for 4 yards to the RF44, 1ST DOWN RF (D. Lewis).",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,3rd,4,RF40,Rhein,Istanbul,220619
111,Rush,"J. Aguemon rush for 11 yards to the IR45, 1ST DOWN RF (O. Duzcu).",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,10,RF44,Rhein,Istanbul,220619
112,Pass,"M. Adam pass complete to N. Robitaille for 3 yards to the IR42, out-of-bounds.",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,10,IR45,Rhein,Istanbul,220619
113,Rush,"J. Aguemon rush for 7 yards to the IR35, 1ST DOWN RF (Z. Ceylan).",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,2nd,7,IR42,Rhein,Istanbul,220619
114,Pass,"M. Adam pass complete to F. Eichhorn for 9 yards to the IR26, out-of-bounds.",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,10,IR35,Rhein,Istanbul,220619
115,Rush,J. Aguemon rush for loss of 3 yards to the IR29 (A. Unlu;M. Tullio Lucas).,3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,2nd,1,IR26,Rhein,Istanbul,220619
116,Pass,"M. Adam pass complete to N. Robitaille for 29 yards to the IR0, 1ST DOWN RF, TOUCHDOWN, clock 09:55.",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,3rd,4,IR29,Rhein,Istanbul,220619
117,Point after try,"D. Schuhmacher kick attempt failed, PENALTY RF False Start (S. Breidenbach) 5 yards to the IR20, NO PLAY.",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,10,IR15,Rhein,Istanbul,220619
118,Point after try,D. Schuhmacher kick attempt failed (blocked) (blocked by D. Lewis).,3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,15,IR20,Rhein,Istanbul,220619
119,Kickoff,"D. Schuhmacher kickoff 53 yards to the IR12, D. Lewis return 23 yards to the IR35 (M. Schmidt).",3rd Quarter,driveindex_18,Rhein Fire,9,66,4:57,1st,0,RF35,Rhein,Istanbul,220619
120,Drive start,ISTANBUL RAMS drive start at 09:49.,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,1st,10,IR35,Rhein,Istanbul,220619
121,Pass,"J. Stegman pass complete to T. Torun for 7 yards to the IR42, out-of-bounds.",3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,1st,10,IR35,Rhein,Istanbul,220619
122,Pass,J. Stegman pass incomplete to A. Agackesen.,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,2nd,3,IR42,Rhein,Istanbul,220619
123,Pass,"J. Stegman pass complete to D. Heckstall for 8 yards to the 50 yardline, 1ST DOWN IR.",3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,3rd,3,IR42,Rhein,Istanbul,220619
124,Pass,J. Stegman pass complete to D. Heckstall for 3 yards to the RF47 (J. Seibel).,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,1st,10,IR50,Rhein,Istanbul,220619
125,Rush,T. J.-Fisher rush for 6 yards to the RF41 (A. Sobotta).,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,2nd,7,RF47,Rhein,Istanbul,220619
126,Penalty,PENALTY IR Unsportsmanlike Conduct (O. Akbudak) 15 yards to the IR44.,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,3rd,1,RF41,Rhein,Istanbul,220619
127,Pass,"J. Stegman pass complete to A. Agackesen for 48 yards to the RF8, 1ST DOWN IR (J. Seibel).",3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,3rd,16,IR44,Rhein,Istanbul,220619
128,Rush,T. J.-Fisher rush for 1 yard to the RF7 (A. Sobotta).,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,1st,0,RF08,Rhein,Istanbul,220619
129,Timeout,"Timeout Istanbul Rams, clock 06:28.",3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,2nd,0,RF07,Rhein,Istanbul,220619
130,Pass,"J. Stegman pass incomplete to T. Torun, dropped pass.",3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,2nd,0,RF07,Rhein,Istanbul,220619
131,Pass,J. Stegman pass incomplete.,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,3rd,0,RF07,Rhein,Istanbul,220619
132,Pass,J. Stegman pass incomplete to D. Heckstall.,3rd Quarter,driveindex_19,Istanbul Rams,10,58,3:34,4th,0,RF07,Rhein,Istanbul,220619
133,Drive start,RHEIN FIRE drive start at 06:15.,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,10,RF07,Rhein,Istanbul,220619
134,Rush,J. Zorz rush for 3 yards to the RF10 (Z. Blair).,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,10,RF07,Rhein,Istanbul,220619
135,Pass,"M. Adam pass complete to F. Eichhorn for 23 yards to the RF33, 1ST DOWN RF, out-of-bounds (D. Lewis).",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,2nd,7,RF10,Rhein,Istanbul,220619
136,Pass,"M. Adam pass complete to T. Knuettel for 6 yards to the RF39, out-of-bounds (D. Lewis).",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,10,RF33,Rhein,Istanbul,220619
137,Rush,D. Rennich rush for 3 yards to the RF42 (U. Ozelce).,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,2nd,4,RF39,Rhein,Istanbul,220619
138,Rush,"M. Adam rush for no gain to the RF42, fumble forced by U. Ozelce, fumble by M. Adam recovered by RF F. Eichhorn at RF44, 1ST DOWN RF.",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,3rd,1,RF42,Rhein,Istanbul,220619
139,Pass,M. Adam pass complete to F. Eichhorn for 9 yards to the IR47 (U. Ozelce;Z. Blair).,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,10,RF44,Rhein,Istanbul,220619
140,Pass,"M. Adam pass complete to H. Kwofie for 27 yards to the IR20, 1ST DOWN RF (A. Cisse).",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,2nd,1,IR47,Rhein,Istanbul,220619
141,Rush,D. Rennich rush for 4 yards to the IR16 (A. Unlu).,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,10,IR20,Rhein,Istanbul,220619
142,Penalty,PENALTY RF False Start (M. Pludra) 5 yards to the IR21.,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,2nd,6,IR16,Rhein,Istanbul,220619
143,Pass,"M. Adam pass complete to M. Pludra for 11 yards to the IR10, 1ST DOWN RF (A. Cisse;U. Ozelce).",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,2nd,11,IR21,Rhein,Istanbul,220619
144,Pass,"M. Adam pass complete to H. Kwofie for 10 yards to the IR0, 1ST DOWN RF, TOUCHDOWN, clock 00:47.",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,0,IR10,Rhein,Istanbul,220619
145,Point after try,D. Schuhmacher kick attempt good.,3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,10,IR15,Rhein,Istanbul,220619
146,Kickoff,"D. Schuhmacher kickoff 51 yards to the IR14, A. Agackesen return 25 yards to the IR39 (M. Schmidt), PENALTY IR HO (S. Saka) 7 yards to the IR32, 1st and 10, IR ball on IR23.",3rd Quarter,driveindex_20,Rhein Fire,10,93,5:28,1st,0,RF35,Rhein,Istanbul,220619
147,Drive start,ISTANBUL RAMS drive start at 00:37.,3rd Quarter,driveindex_21,Istanbul Rams,1,20,0:13,1st,10,IR23,Rhein,Istanbul,220619
148,Rush,"T. J.-Fisher rush for 20 yards to the IR43, fumble by T. J.-Fisher recovered by RF O. Williams at IR43, O. Williams for 24 yards to the IR19 (T. J.-Fisher).",3rd Quarter,driveindex_21,Istanbul Rams,1,20,0:13,1st,10,IR23,Rhein,Istanbul,220619
149,Drive start,"RHEIN FIRE drive start at 00:24, RF ball on IR19.",3rd Quarter,driveindex_22,Rhein Fire,3,19,1:37,1st,10,IR19,Rhein,Istanbul,220619
150,Drive start,ISTANBUL RAMS drive start at 13:47.,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,10,IR40,Rhein,Istanbul,220619
151,Timeout,"Timeout Istanbul Rams, clock 13:47.",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,10,IR40,Rhein,Istanbul,220619
152,Pass,J. Stegman pass complete to E. Baran for 5 yards to the IR45 (A. Sobotta).,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,10,IR40,Rhein,Istanbul,220619
153,Pass,"J. Stegman pass complete to A. Agackesen for 20 yards to the RF35, 1ST DOWN IR (O. Williams).",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,2nd,5,IR45,Rhein,Istanbul,220619
154,Pass,J. Stegman pass incomplete to E. Baran.,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,10,RF35,Rhein,Istanbul,220619
155,Pass,"J. Stegman pass complete to K. Ozer for 8 yards to the RF27, out-of-bounds.",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,2nd,10,RF35,Rhein,Istanbul,220619
156,Penalty,PENALTY IR False Start (J. Conwell) 6 yards to the RF33.,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,3rd,2,RF27,Rhein,Istanbul,220619
157,Pass,"J. Stegman pass complete to T. Torun for 16 yards to the RF17, 1ST DOWN IR (L. Meyer).",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,3rd,8,RF33,Rhein,Istanbul,220619
158,Rush,J. Stegman rush for 4 yards to the RF13 (J. Sleiman).,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,10,RF17,Rhein,Istanbul,220619
159,Pass,"J. Stegman pass complete to T. Torun for 9 yards to the RF4, 1ST DOWN IR (A. Sobotta).",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,2nd,6,RF13,Rhein,Istanbul,220619
160,Rush,"J. Stegman rush for 4 yards to the RF0, clock 09:59, PENALTY IR HO (B. Aslan) 82 yards to the IR14, NO PLAY.",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,0,RF04,Rhein,Istanbul,220619
161,Down,1st and 14.,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,0,IR14,Rhein,Istanbul,220619
162,Pass,J. Stegman pass incomplete to E. Baran.,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,14,IR14,Rhein,Istanbul,220619
163,Pass,"J. Stegman pass complete to E. Baran for 86 yards to the RF0, 1ST DOWN IR, TOUCHDOWN, clock 09:21.",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,2nd,14,IR14,Rhein,Istanbul,220619
164,Point after try,J. Stegman pass attempt failed.,4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,10,RF15,Rhein,Istanbul,220619
165,Kickoff,"M. Sarikatipogl kickoff 49 yards to the RF16, O. Williams return 20 yards to the RF36 (A. Atilgan).",4th Quarter,driveindex_23,Istanbul Rams,9,60,4:26,1st,0,IR35,Rhein,Istanbul,220619
166,Drive start,RHEIN FIRE drive start at 09:13.,4th Quarter,driveindex_24,Rhein Fire,3,9,1:14,1st,10,RF36,Rhein,Istanbul,220619
167,Pass,"R. Dagdelen pass incomplete to P. Poetsch, dropped pass.",4th Quarter,driveindex_24,Rhein Fire,3,9,1:14,1st,10,RF36,Rhein,Istanbul,220619
168,Pass,"R. Dagdelen pass complete to D. Rofalski for 5 yards to the RF41, out-of-bounds (O. Ceyhan).",4th Quarter,driveindex_24,Rhein Fire,3,9,1:14,2nd,10,RF36,Rhein,Istanbul,220619
169,Rush,T. Alexander rush for 4 yards to the RF45 (B. Zaimoglu).,4th Quarter,driveindex_24,Rhein Fire,3,9,1:14,3rd,5,RF41,Rhein,Istanbul,220619
170,Timeout,"Timeout Istanbul Rams, clock 08:05.",4th Quarter,driveindex_24,Rhein Fire,3,9,1:14,4th,1,RF45,Rhein,Istanbul,220619
171,Punt,"M. Eisenhut punt 22 yards to the IR33, out-of-bounds.",4th Quarter,driveindex_24,Rhein Fire,3,9,1:14,4th,1,RF45,Rhein,Istanbul,220619
172,Drive start,ISTANBUL RAMS drive start at 07:59.,4th Quarter,driveindex_25,Istanbul Rams,3,4,2:24,1st,10,IR33,Rhein,Istanbul,220619
173,Rush,J. Conwell rush for 5 yards to the IR38 (S. Fey).,4th Quarter,driveindex_25,Istanbul Rams,3,4,2:24,1st,10,IR33,Rhein,Istanbul,220619
174,Rush,"J. Stegman rush for 8 yards to the IR46, out-of-bounds, PENALTY IR HO (S. Arenas) 10 yards to the IR28, NO PLAY.",4th Quarter,driveindex_25,Istanbul Rams,3,4,2:24,2nd,5,IR38,Rhein,Istanbul,220619
175,Pass,"J. Stegman pass complete to J. Conwell for 11 yards to the IR39, out-of-bounds.",4th Quarter,driveindex_25,Istanbul Rams,3,4,2:24,2nd,15,IR28,Rhein,Istanbul,220619
176,Rush,J. Conwell rush for loss of 2 yards to the IR37 (T. Owusu-Bediak).,4th Quarter,driveindex_25,Istanbul Rams,3,4,2:24,3rd,4,IR39,Rhein,Istanbul,220619
177,Punt,"Y. Guven punt 42 yards to the RF21, O. Williams return 27 yards to the RF48 (O. Duzcu), PENALTY IR ID 6 yards to the IR46, 1st and 10, RF ball on IR47.",4th Quarter,driveindex_25,Istanbul Rams,3,4,2:24,4th,6,IR37,Rhein,Istanbul,220619
178,Drive start,"RHEIN FIRE drive start at 05:35, T. Alexander rush for 2 yards to the IR45 (A. Cisse).",4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,1st,10,IR47,Rhein,Istanbul,220619
179,Rush,T. Alexander rush for 1 yard to the IR44 (Z. Ceylan).,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,2nd,8,IR45,Rhein,Istanbul,220619
180,Pass,"R. Dagdelen pass complete to A. Bah for 11 yards to the IR33, 1ST DOWN RF (Y. Ertur).",4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,3rd,7,IR44,Rhein,Istanbul,220619
181,Rush,T. Alexander rush for 8 yards to the IR25 (A. Cisse).,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,1st,10,IR33,Rhein,Istanbul,220619
182,Pass,"R. Dagdelen pass complete to T. Knuettel for 7 yards to the IR18, 1ST DOWN RF (Y. Ertur).",4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,2nd,2,IR25,Rhein,Istanbul,220619
183,Rush,T. Alexander rush for 4 yards to the IR14 (S. Ozdemir).,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,1st,10,IR18,Rhein,Istanbul,220619
184,Set clock,Clock 02:00.,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,2nd,6,IR14,Rhein,Istanbul,220619
185,Rush,T. Alexander rush for loss of 1 yard to the IR15 (M. Kurutluca).,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,2nd,6,IR14,Rhein,Istanbul,220619
186,Down,4th and 7.,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,3rd,7,IR15,Rhein,Istanbul,220619
187,Timeout,"Timeout Rhein Fire, clock 00:30.",4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,4th,7,IR15,Rhein,Istanbul,220619
188,Rush,R. Dagdelen rush for loss of 4 yards to the IR19.,4th Quarter,driveindex_26,Rhein Fire,8,28,5:14,4th,7,IR15,Rhein,Istanbul,220619
189,Drive start,ISTANBUL RAMS drive start at 00:21.,4th Quarter,driveindex_27,Istanbul Rams,0,0,0:21,1st,10,IR19,Rhein,Istanbul,220619
190,End of half,"End of game, clock 00:00.",4th Quarter,driveindex_27,Istanbul Rams,0,0,0:21,1st,10,IR19,Rhein,Istanbul,220619
0,Rush,T. Fischbach rush for no gain to the FG27 (S. Radji).,1st Quarter,driveindex_1,Frankfurt Galaxy,3,-12,2:41,1st,10,FG27,Frankfurt,Wroclaw,220619
1,Pass,J. Sullivan pass complete to M. Rutsch for 2 yards to the FG29 (H. Ogrodowczyk).,1st Quarter,driveindex_1,Frankfurt Galaxy,3,-12,2:41,2nd,10,FG27,Frankfurt,Wroclaw,220619
2,Penalty,PENALTY FG False Start 5 yards to the FG24.,1st Quarter,driveindex_1,Frankfurt Galaxy,3,-12,2:41,3rd,8,FG29,Frankfurt,Wroclaw,220619
3,Pass,J. Sullivan sacked for loss of 9 yards to the FG15 (G. Zec).,1st Quarter,driveindex_1,Frankfurt Galaxy,3,-12,2:41,3rd,13,FG24,Frankfurt,Wroclaw,220619
4,Punt,"H. Schwarz punt 34 yards to the FG49, D. Robinson return 8 yards to the FG41, out-of-bounds.",1st Quarter,driveindex_1,Frankfurt Galaxy,3,-12,2:41,4th,22,FG15,Frankfurt,Wroclaw,220619
5,Drive start,PANTHERS WROCLAW drive start at 12:19.,1st Quarter,driveindex_2,Panthers Wroclaw,3,1,1:25,1st,10,FG41,Frankfurt,Wroclaw,220619
6,Rush,K. Kotlarz rush for 2 yards to the FG39 (J. Poznanski).,1st Quarter,driveindex_2,Panthers Wroclaw,3,1,1:25,1st,10,FG41,Frankfurt,Wroclaw,220619
7,Pass,B. Dziedzic pass complete to W. Zieba for 2 yards to the FG37 (J. Embry).,1st Quarter,driveindex_2,Panthers Wroclaw,3,1,1:25,2nd,8,FG39,Frankfurt,Wroclaw,220619
8,Timeout,"Timeout Frankfurt Galaxy, clock 11:41.",1st Quarter,driveindex_2,Panthers Wroclaw,3,1,1:25,3rd,6,FG37,Frankfurt,Wroclaw,220619
9,Pass,B. Dziedzic pass complete to K. Kotlarz for loss of 3 yards to the FG40 (M. Schlabitz).,1st Quarter,driveindex_2,Panthers Wroclaw,3,1,1:25,3rd,6,FG37,Frankfurt,Wroclaw,220619
10,Punt,"K. Stepien punt 40 yards to the FG0, touchback.",1st Quarter,driveindex_2,Panthers Wroclaw,3,1,1:25,4th,9,FG40,Frankfurt,Wroclaw,220619
11,Drive start,FRANKFURT GALAXY drive start at 10:54.,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,1st,10,FG20,Frankfurt,Wroclaw,220619
12,Pass,J. Sullivan pass complete to M. Rutsch for 7 yards to the FG27 (M. Rouyer).,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,1st,10,FG20,Frankfurt,Wroclaw,220619
13,Pass,"J. Sullivan pass complete to T. Fischbach for 3 yards to the FG30, 1ST DOWN FG (A. Lary).",1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,2nd,3,FG27,Frankfurt,Wroclaw,220619
14,Rush,T. Fischbach rush for 2 yards to the FG32 (L. Steffen;M. Rouyer).,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,1st,10,FG30,Frankfurt,Wroclaw,220619
15,Pass,"J. Sullivan pass complete to T. Fischbach for 19 yards to the PW49, 1ST DOWN FG (L. Steffen).",1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,2nd,8,FG32,Frankfurt,Wroclaw,220619
16,Rush,T. Fischbach rush for 9 yards to the PW40 (L. Steffen).,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,1st,10,PW49,Frankfurt,Wroclaw,220619
17,Rush,"T. Fischbach rush for 4 yards to the PW36, 1ST DOWN FG (K. Ruta;H. Ogrodowczyk).",1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,2nd,1,PW40,Frankfurt,Wroclaw,220619
18,Pass,J. Sullivan pass complete to M. Rutsch for loss of 1 yard to the PW37 (G. Zec).,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,1st,10,PW36,Frankfurt,Wroclaw,220619
19,Pass,J. Sullivan pass incomplete to L. Regler.,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,2nd,11,PW37,Frankfurt,Wroclaw,220619
20,Pass,J. Sullivan pass incomplete to L. Regler (A. Lary).,1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,3rd,11,PW37,Frankfurt,Wroclaw,220619
21,Field goal attempt,"R. Rimmler field goal attempt from 54 BLOCKED, recovered by FG K. Mwamba at PW30 spot at PW30, clock 05:37 (blocked by F. Snopek).",1st Quarter,driveindex_3,Frankfurt Galaxy,10,43,5:17,4th,11,PW37,Frankfurt,Wroclaw,220619
22,Pass,B. Dziedzic pass incomplete to M. Stanley (M. Sy).,1st Quarter,driveindex_4,Panthers Wroclaw,3,9,1:57,1st,10,PW30,Frankfurt,Wroclaw,220619
23,Rush,P. Pasqualini rush for 9 yards to the PW39 (W. Nasri;K. Katz).,1st Quarter,driveindex_4,Panthers Wroclaw,3,9,1:57,2nd,10,PW30,Frankfurt,Wroclaw,220619
24,Rush,P. Pasqualini rush for no gain to the PW39 (C. Udegbe).,1st Quarter,driveindex_4,Panthers Wroclaw,3,9,1:57,3rd,1,PW39,Frankfurt,Wroclaw,220619
25,Punt,K. Stepien punt 35 yards to the FG26.,1st Quarter,driveindex_4,Panthers Wroclaw,3,9,1:57,4th,1,PW39,Frankfurt,Wroclaw,220619
26,Drive start,FRANKFURT GALAXY drive start at 03:40.,1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,1st,10,FG26,Frankfurt,Wroclaw,220619
27,Rush,T. Fischbach rush for 1 yard to the FG27 (M. Rouyer;H. Ogrodowczyk).,1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,1st,10,FG26,Frankfurt,Wroclaw,220619
28,Pass,"J. Sullivan pass incomplete to L. Regler, PENALTY PW Defensive Pass Interference (G. Lary) 25 yards to the PW48, 1ST DOWN FG, NO PLAY.",1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,2nd,9,FG27,Frankfurt,Wroclaw,220619
29,Pass,J. Sullivan pass incomplete to L. Regler (H. Ogrodowczyk).,1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,1st,10,PW48,Frankfurt,Wroclaw,220619
30,Penalty,PENALTY FG False Start (L. Helm) 5 yards to the FG47.,1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,2nd,10,PW48,Frankfurt,Wroclaw,220619
31,Pass,J. Sullivan pass complete to C. Sow for no gain to the FG47 (C. Dieuseul Jr).,1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,2nd,15,FG47,Frankfurt,Wroclaw,220619
32,Pass,J. Sullivan pass complete to T. Fischbach for no gain to the FG47 (S. Radji).,1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,3rd,15,FG47,Frankfurt,Wroclaw,220619
33,Punt,"H. Schwarz punt 41 yards to the PW12, D. Robinson return 0 yards to the PW12, fumble by D. Robinson recovered by PW D. Robinson at PW13 (M. Hachenberg).",1st Quarter,driveindex_5,Frankfurt Galaxy,4,21,2:05,4th,15,FG47,Frankfurt,Wroclaw,220619
34,Drive start,PANTHERS WROCLAW drive start at 01:35.,1st Quarter,driveindex_6,Panthers Wroclaw,3,2,1:43,1st,10,PW13,Frankfurt,Wroclaw,220619
35,Rush,P. Pasqualini rush for 1 yard to the PW14 (A. Williams;M. A. Hor).,1st Quarter,driveindex_6,Panthers Wroclaw,3,2,1:43,1st,10,PW13,Frankfurt,Wroclaw,220619
36,Rush,P. Pasqualini rush for loss of 1 yard to the PW13 (D. Josiah;L. Achaintre).,1st Quarter,driveindex_6,Panthers Wroclaw,3,2,1:43,2nd,9,PW14,Frankfurt,Wroclaw,220619
37,Pass,"B. Dziedzic pass complete to M. Stanley for 10 yards to the PW23 (F. Lowery), PENALTY PW Offensive Holding (M. Silva) 6 yards to the PW7, NO PLAY.",1st Quarter,driveindex_6,Panthers Wroclaw,3,2,1:43,3rd,10,PW13,Frankfurt,Wroclaw,220619
38,Pass,B. Dziedzic pass complete to W. Zieba for 7 yards to the PW14 (L. Achaintre).,1st Quarter,driveindex_6,Panthers Wroclaw,3,2,1:43,3rd,16,PW07,Frankfurt,Wroclaw,220619
39,Drive start,FRANKFURT GALAXY drive start at 14:52.,2nd Quarter,driveindex_7,Frankfurt Galaxy,1,48,0:07,1st,10,PW48,Frankfurt,Wroclaw,220619
40,Pass,"J. Sullivan pass complete to N. Strahmann for 48 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 14:45.",2nd Quarter,driveindex_7,Frankfurt Galaxy,1,48,0:07,1st,10,PW48,Frankfurt,Wroclaw,220619
41,Point after try,R. Rimmler kick attempt good.,2nd Quarter,driveindex_7,Frankfurt Galaxy,1,48,0:07,1st,10,PW15,Frankfurt,Wroclaw,220619
42,Kickoff,"R. Rimmler kickoff 61 yards to the PW9, D. Robinson return 18 yards to the PW27 (A. Williams).",2nd Quarter,driveindex_7,Frankfurt Galaxy,1,48,0:07,1st,0,FG30,Frankfurt,Wroclaw,220619
43,Drive start,PANTHERS WROCLAW drive start at 14:36.,2nd Quarter,driveindex_8,Panthers Wroclaw,3,4,1:30,1st,10,PW27,Frankfurt,Wroclaw,220619
44,Penalty,PENALTY PW Delay of Game (B. Dziedzic) 5 yards to the PW22.,2nd Quarter,driveindex_8,Panthers Wroclaw,3,4,1:30,1st,10,PW27,Frankfurt,Wroclaw,220619
45,Pass,B. Dziedzic pass complete to M. Stanley for 7 yards to the PW29 (D. Josiah;F. Lowery).,2nd Quarter,driveindex_8,Panthers Wroclaw,3,4,1:30,1st,15,PW22,Frankfurt,Wroclaw,220619
46,Rush,B. Dziedzic rush for 2 yards to the PW31 (M. Sy).,2nd Quarter,driveindex_8,Panthers Wroclaw,3,4,1:30,2nd,8,PW29,Frankfurt,Wroclaw,220619
47,Pass,"B. Dziedzic pass intercepted by F. Lowery at the PW46, F. Lowery return 0 yards to the PW46 (M. Stanley).",2nd Quarter,driveindex_8,Panthers Wroclaw,3,4,1:30,3rd,6,PW31,Frankfurt,Wroclaw,220619
48,Drive start,FRANKFURT GALAXY drive start at 13:06.,2nd Quarter,driveindex_9,Frankfurt Galaxy,3,1,1:46,1st,10,PW46,Frankfurt,Wroclaw,220619
49,Pass,J. Sullivan pass complete to T. Fischbach for 8 yards to the PW38 (G. Zec;S. Radji).,2nd Quarter,driveindex_9,Frankfurt Galaxy,3,1,1:46,1st,10,PW46,Frankfurt,Wroclaw,220619
50,Pass,J. Sullivan pass incomplete (H. Ogrodowczyk).,2nd Quarter,driveindex_9,Frankfurt Galaxy,3,1,1:46,2nd,2,PW38,Frankfurt,Wroclaw,220619
51,Rush,T. Fischbach rush for loss of 2 yards to the PW40 (K. Ruta;D. Piatkowski).,2nd Quarter,driveindex_9,Frankfurt Galaxy,3,1,1:46,3rd,2,PW38,Frankfurt,Wroclaw,220619
52,Penalty,PENALTY FG Delay of Game (J. Sullivan) 5 yards to the PW45.,2nd Quarter,driveindex_9,Frankfurt Galaxy,3,1,1:46,4th,4,PW40,Frankfurt,Wroclaw,220619
53,Punt,H. Schwarz punt 39 yards to the PW6.,2nd Quarter,driveindex_9,Frankfurt Galaxy,3,1,1:46,4th,9,PW45,Frankfurt,Wroclaw,220619
